Unique_vin;condition;year;make;model;trim;body;transmission;state;odometer;color;interior;seller;mmr;sellingprice;sale_time;Day_of_week;sale_date;Price_category;mileage_category;Car_type
1gnkrged0bj296113;29;2011;Chevrolet;Traverse;LT1;SUV;automatic;ca;46706;gray;gray;dtg operations inc;15300;14900;15:00:00;Tue;Dec 30 2014;cheap;medium_mileage;new
5ymgz0c52blk14072;43;2011;BMW;X6 M;Base;SUV;automatic;ca;20131;blue;black;bill pearce motors;48700;51000;12:30:00;Tue;Dec 30 2014;medium;low_mileage;new
jn1dv6ap0bm602512;41;2011;Infiniti;G Sedan;G25;G Sedan;automatic;ca;45179;gray;gray;nissan infiniti lt;16350;17000;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
1ftex1cm3bfd14408;45;2011;Ford;F-150;XLT;SuperCab;automatic;ca;28696;black;black;robinson ford sales inc;18900;22000;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1g1za5e19bf152614;37;2011;Chevrolet;Malibu;LS Fleet;Sedan;automatic;ca;56866;—;brown;wheels exchange llc;8350;10100;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;new
1d4pt4gxxbw563625;34;2011;Dodge;Nitro;Heat;SUV;automatic;ca;67528;black;black;ecars;11450;11900;04:30:00;Tue;Feb 03 2015;cheap;medium_mileage;new
5npeb4ac4bh028034;37;2011;Hyundai;Sonata;GLS;Sedan;automatic;ca;61750;blue;gray;santander consumer;9100;10000;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;new
5uxzv8c59bl417549;42;2011;BMW;X5;xDrive50i;SUV;automatic;ca;51126;black;black;financial services remarketing (lease);29500;28250;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
1c3ccbbb5en185336;3;2014;Chrysler;200;Touring;Sedan;automatic;ca;28278;red;black;hertz corporation/gdp;11900;12100;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
2c4rdgcg5er181591;42;2014;Dodge;Grand Caravan;SXT;Minivan;automatic;ca;41512;black;black;avis corporation;15350;16400;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
2c4rdgcg2er262130;2;2014;Dodge;Grand Caravan;SXT;Minivan;automatic;ca;20000;gray;black;enterprise holdings/gdp;16900;15250;12:30:00;Tue;Dec 30 2014;cheap;low_mileage;new
2c3ccafj8eh172665;44;2014;Chrysler;300;SRT8;Sedan;automatic;ca;12910;black;brown;s/s auto wholesale;37300;38500;12:30:00;Wed;Dec 17 2014;medium;low_mileage;new
2c4rdgcg0er264071;3;2014;Dodge;Grand Caravan;SXT;Minivan;automatic;ca;23490;black;black;enterprise holdings/gdp;16650;15000;04:30:00;Tue;Jan 27 2015;cheap;low_mileage;new
2c3cdxbg5eh262348;3;2014;Dodge;Charger;SE;Sedan;automatic;ca;17504;blue;black;hertz corporation/gdp;16350;17200;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
2c3cdxhg2eh267515;2;2014;Dodge;Charger;SXT;Sedan;automatic;ca;5962;gray;black;hertz/tra;22100;8000;13:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
2c4rdgcg7er291736;4;2014;Dodge;Grand Caravan;SXT;Minivan;automatic;ca;24052;—;black;enterprise holdings/gdp;16700;15500;12:30:00;Tue;Dec 30 2014;cheap;low_mileage;new
2c4rc1bg6er208430;2;2014;Chrysler;Town and Country;Touring;Minivan;automatic;ca;32186;white;black;enterprise vehicle exchange / tra / rental / tulsa;17950;14000;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
sajwa0gb3blr86013;35;2011;Jaguar;XF;Premium;Sedan;automatic;ca;26500;blue;beige;jpmorgan chase bank n.a.;26100;24500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ek1bm215445;38;2011;Infiniti;G Coupe;G37;G Coupe;automatic;ca;34460;white;gray;nissan infiniti lt;21000;21500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
sajwa0fbxbls07899;41;2011;Jaguar;XF;Base;Sedan;automatic;ca;32817;white;tan;jpmorgan chase bank n.a.;25100;27500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
4jgbf8ge5ba670868;44;2011;Mercedes-Benz;GL-Class;GL550 4MATIC;SUV;automatic;ca;45494;black;beige;sports trend auto sales;39000;39000;12:30:00;Thu;Dec 18 2014;medium;medium_mileage;new
jn1cv6ap6bm509909;41;2011;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;37387;black;black;nissan infiniti lt;19750;19000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ek0bm214447;46;2011;Infiniti;G Coupe;G37;G Coupe;automatic;ca;51244;white;black;nissan infiniti lt;19300;19000;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
knagr4a6xb5185594;4;2011;Kia;Optima;SX;Sedan;automatic;ca;47576;white;black;kia motors finance;15000;16500;12:00:00;Tue;Dec 16 2014;cheap;medium_mileage;new
jm1bl1k61b1405854;25;2011;Mazda;Mazda3;s Sport;Hatchback;automatic;ca;46328;gray;black;jpmorgan chase bank n.a.;10800;10500;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
jn1cv6ek5bm212192;38;2011;Infiniti;G Coupe;G37;G Coupe;automatic;ca;28638;silver;black;nissan infiniti lt;21500;21000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
4jgbb8gb3ba629740;45;2011;Mercedes-Benz;M-Class;ML350 4MATIC;SUV;automatic;ca;41511;black;black;walters auto sales/service inc;26300;26750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
jm1bl1vg1b1385920;19;2011;Mazda;Mazda3;i Touring;Sedan;automatic;ca;46300;gray;black;jpmorgan chase bank n.a.;9475;7000;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
salsf2d42ba281479;44;2011;Land Rover;Range Rover Sport;HSE;SUV;automatic;ca;30869;white;tan;jpmorgan chase bank n.a.;37600;38500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
jn1cv6ap2bm509552;35;2011;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;34526;black;black;nissan infiniti lt;20000;20250;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ap2bm509308;27;2011;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;38896;gray;black;nissan infiniti lt;19700;21500;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jn1cv6ek4bm215293;4;2011;Infiniti;G Coupe;G37;G Coupe;automatic;ca;48051;white;gray;nissan infiniti lt;19450;22750;04:30:00;Thu;Jan 15 2015;cheap;medium_mileage;new
1j4ba6h18bl551990;37;2011;Jeep;Wrangler;Unlimited Rubicon;SUV;automatic;ca;33626;black;brown;us bank;28900;30750;12:30:00;Tue;Dec 16 2014;medium;low_mileage;new
wmwsu3c57bt091823;4;2011;MINI;Cooper;Base;Hatchback;null;ca;35911;orange;—;bmw mini financial services;11150;10500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
1n4aa5ap5bc845430;41;2011;Nissan;Maxima;3.5 SV;Sedan;automatic;ca;43941;white;tan;nissan-infiniti lt;16200;17500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1gbugeb43a1108347;19;2010;chevrolet;g1500;cargo 4x2 upfitter;null;automatic;ca;114560;silver;black;premium auto wholesale;13100;10300;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
4t3za3bb6bu047276;32;2011;Toyota;Venza;Base;Wagon;automatic;ca;33529;white;tan;toyota financial services;15600;15000;00:00:00;Tue;Dec 23 2014;cheap;low_mileage;new
2b3ca3cv5ah308122;null;2010;Dodge;Charger;SXT Fleet;Sedan;automatic;ca;94272;black;—;corona auto wholesale inc;8175;8700;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
jn8as5mt5bw575926;43;2011;Nissan;Rogue;SV;SUV;automatic;ca;37515;white;gray;nissan motor acceptance corporation;14850;15300;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
wmwmf3c57atz61989;31;2010;MINI;Cooper;Base;Hatchback;automatic;ca;79673;gray;black;american road leasing inc;7625;7800;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
jn8az1mw9bw183840;38;2011;Nissan;Murano;SL;SUV;automatic;ca;69268;white;beige;nissan-infiniti lt;17050;17500;12:30:00;Tue;Dec 23 2014;cheap;medium_mileage;new
5j8tb2h29aa005087;28;2010;Acura;RDX;Base;SUV;automatic;ca;80198;silver;beige;aaero sweet company;14150;14600;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wddgf5eb0ar107976;35;2010;Mercedes-Benz;C-Class;C300 Sport;Sedan;automatic;ca;34107;black;black;hoehn motors inc;17050;16750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;avarage
3n1ab6ap8al718867;28;2010;Nissan;Sentra;2;Sedan;automatic;ca;43729;silver;gray;gm financial;7800;9100;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;avarage
1fahp2fw9ag154548;null;2010;Ford;Taurus;Limited;Sedan;automatic;ca;108617;black;black;rock honda;9725;7500;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1fahp2ew6ag123324;28;2010;Ford;Taurus;SEL;Sedan;null;ca;110184;black;black;exeter finance corp;9475;7000;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1fdss3bl0ada72723;28;2010;ford;e350;club wagon;null;automatic;ca;93282;white;gray;vpsi  inc;11450;8250;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wddhf5gb2aa236009;43;2010;Mercedes-Benz;E-Class;E350;Sedan;automatic;ca;43888;white;off-white;mercedes-benz usa;21500;23500;09:30:00;Tue;Jul 07 2015;cheap;low_mileage;avarage
5fnyf3h96ab015840;47;2010;Honda;Pilot;Touring;SUV;automatic;ca;72985;white;gray;century dealer services corp;17300;21000;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
2d4rn5d19ar458784;null;2010;Dodge;Grand Caravan;SXT;Minivan;null;ca;93679;white;—;kia of cerritos;7350;7750;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
2lmdj8jc8abj02992;null;2010;Lincoln;MKX;Base;SUV;automatic;ca;110772;white;—;rab motors;11500;7000;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1fahp3en1aw152829;null;2010;Ford;Focus;S;Sedan;manual;ca;84426;black;beige;s/n auto imports;4950;4700;12:45:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1n4aa51e99c829319;2;2009;Nissan;Maxima;3.5 SV;Sedan;automatic;ca;54197;black;black;jpmorgan chase bank n.a.;12100;10700;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
4jgbf86e89a494412;39;2009;Mercedes-Benz;GL-Class;GL550;SUV;automatic;ca;73291;black;beige;high bid trading co inc;25400;24500;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
wdbwk58f29f192962;35;2009;Mercedes-Benz;SLK-Class;SLK350;Convertible;automatic;ca;97527;black;black;san diego sports cars;14200;14000;12:15:00;Wed;Jan 07 2015;cheap;medium_mileage;avarage
sajwa06b99hr16630;36;2009;Jaguar;XF;Premium Luxury;Sedan;automatic;ca;58637;red;tan;hoehn motors inc;18000;18600;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wdbuf56x19b431206;38;2009;Mercedes-Benz;E-Class;E350;Sedan;automatic;ca;145017;gray;black;high bid trading co inc;11700;9250;12:15:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2fmdk30c49bb05543;null;2009;Ford;Edge;Sport;SUV;automatic;ca;111399;red;black;bmw of monrovia;14150;9000;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
3gnca53v99s605842;38;2009;Chevrolet;HHR;LT;Wagon;automatic;ca;139959;silver;gray;valley kia;3300;3600;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
4t1be46k19u830384;2;2009;Toyota;Camry;SE;Sedan;automatic;ca;134470;black;gray;jpmorgan chase bank n.a.;7275;7000;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
wmwms33549ty07876;null;2009;MINI;Cooper;S;Convertible;automatic;ca;29044;gray;—;apexcars net;12700;13000;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;avarage
ja3au86w09u016089;24;2009;Mitsubishi;Lancer;GTS;Sedan;automatic;ca;74656;white;black;exeter finance corp;7775;8300;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1hgcp26379a032751;44;2009;Honda;Accord;LX;Sedan;automatic;ca;39080;silver;gray;south bay hyundai;9800;12300;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;avarage
jf1gh76629g820313;28;2009;Subaru;Impreza;WRX;Hatchback;manual;ca;106044;blue;black;jpmorgan chase bank n.a.;11700;12500;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
5npet46c79h413393;31;2009;Hyundai;Sonata;GLS;Sedan;automatic;ca;93344;gray;beige;lincoln financial services;5675;5900;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1ftrx14w58fb45888;35;2008;Ford;F-150;XLT;SuperCab;null;ca;107182;white;gray;high bid trading co inc;10750;11000;12:15:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1fmdk02w98ga29931;null;2008;Ford;Taurus X;SEL;Wagon;null;ca;119320;white;—;american dream auto sales;3300;2000;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1gker23768j213867;36;2008;GMC;Acadia;SLT-1;SUV;null;ca;81149;black;black;remarketing by ge/manheim southern california;11700;11500;15:00:00;Fri;Dec 26 2014;cheap;medium_mileage;avarage
1hgcp36868a005623;29;2008;Honda;Accord;EX-L V-6;Sedan;automatic;ca;166787;black;black;i auto sales inc;6250;6400;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
jhmfa36298s021042;26;2008;Honda;Civic;Hybrid;Sedan;automatic;ca;86147;gray;beige;financial services remarketing (lease);5800;6100;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
1ftsw215x8ed71503;29;2008;Ford;F-250 Super Duty;XL;Crew Cab;automatic;ca;57196;white;brown;merchants automotive group;11350;16300;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
2gtec638981308530;42;2008;GMC;Sierra 1500;Denali;Crew Cab;automatic;ca;54733;white;tan;skyhigh remarketing inc;22700;24250;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
5fnrl38468b067724;19;2008;Honda;Odyssey;EX;Minivan;automatic;ca;72528;gray;gray;ecars;9625;9600;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
1fmeu75888ua44202;31;2008;Ford;Explorer;Limited;SUV;null;ca;97647;gray;black;lucky imports;10650;10900;04:30:00;Wed;Jan 14 2015;cheap;medium_mileage;avarage
wbavc53588fz85719;34;2008;BMW;3 Series;328i;Sedan;automatic;ca;84752;black;black;the car exchange;9900;10300;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1c3lc46k08n180264;27;2008;Chrysler;Sebring;LX;Sedan;automatic;ca;75758;gray;gray;tidalwave finance corp;4625;4600;04:05:00;Wed;Jan 14 2015;cheap;medium_mileage;avarage
zamgj45a180040499;31;2008;Maserati;GranTurismo;Base;Coupe;automatic;ca;41225;charcoal;black;auto city sales/leasing;43500;40500;12:00:00;Thu;Dec 18 2014;medium;low_mileage;avarage
4t4be46k98r024927;19;2008;Toyota;Camry;LE;Sedan;automatic;ca;83548;gray;gray;jpmorgan chase bank n.a.;7950;6800;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
wbavb73507vh22730;19;2007;BMW;3 Series;335i;Sedan;automatic;ca;134961;brown;black;financial services remarketing (lease);7100;6200;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
wauef78e27a122695;3;2007;Audi;A4;2.0T quattro;Sedan;automatic;ca;107106;red;black;high bid trading co inc;6675;7100;12:15:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
kndmb233986244459;19;2008;Kia;Sedona;LX;Minivan;automatic;ca;107587;red;gray;wells fargo dealer services;3975;2500;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
yv4cz982681418563;28;2008;Volvo;XC90;3.2 Special Edition;SUV;automatic;ca;85840;black;black;elad motors;10500;10750;12:30:00;Tue;Dec 23 2014;cheap;medium_mileage;avarage
1g2zm577384203744;37;2008;Pontiac;G6;GXP;Sedan;automatic;ca;96070;white;black;melody toyota;6900;6000;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wdbuf56x98b210791;44;2008;Mercedes-Benz;E-Class;E350;Sedan;automatic;ca;101736;silver;gray;the car exchange;10700;10100;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1n6aa07d58n349581;19;2008;Nissan;Titan;LE;Crew Cab;automatic;ca;57311;white;black;us bank;12800;11250;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
4jgbf71e28a357899;27;2008;Mercedes-Benz;GL-Class;GL450;SUV;automatic;ca;80567;black;black;phillips auto brokerage;18050;14500;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wvgbe77l18d044558;19;2008;Volkswagen;Touareg 2;VR6 FSI;SUV;automatic;ca;75901;burgundy;gray;jpmorgan chase bank n.a.;11400;3000;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
wmwmf73558tv38670;33;2008;MINI;Cooper;S;Hatchback;automatic;ca;57507;gray;orange;onemain rem/european motors group;8250;7900;04:30:00;Wed;Jan 14 2015;cheap;medium_mileage;avarage
1gnfc13j57r164918;19;2007;Chevrolet;Tahoe;LT;SUV;automatic;ca;148072;gray;gray;high line auto inc;10550;11250;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
2hgfg21587h704689;19;2007;Honda;Civic;Si;Coupe;manual;ca;83448;black;black;800 loan mart;7925;6100;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1gnfc13087j379599;36;2007;Chevrolet;Tahoe;LS;SUV;automatic;ca;108399;gray;black;skyhigh remarketing inc;12150;12000;12:15:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1gnfc13c77r266626;35;2007;Chevrolet;Tahoe;LS;SUV;automatic;ca;157667;blue;black;california republic bank;9625;8400;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1gnfk13017r385166;36;2007;Chevrolet;Tahoe;LT;SUV;automatic;ca;211033;white;black;lease plan usa;8425;9700;12:00:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
3c3jy45x17t506836;4;2007;Chrysler;PT Cruiser;Base;Convertible;automatic;ca;55406;silver;gray;lbs financial credit union;4250;4700;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
2gcek13z271169533;29;2007;Chevrolet;Silverado 1500 Classic;LT3;Crew Cab;automatic;ca;158421;white;gray;tradewinds remarketing;9900;9300;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2cndl63f576023654;19;2007;Chevrolet;Equinox;LT;SUV;automatic;ca;95641;white;gray;jpmorgan chase bank n.a.;6075;4900;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1gyec63807r258407;27;2007;Cadillac;Escalade;Base;SUV;automatic;ca;44510;black;black;exeter finance corp;21600;23250;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;avarage
1gyfk63877r230854;39;2007;Cadillac;Escalade;Base;SUV;automatic;ca;111570;off-white;black;bmw of riverside;17600;18750;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
1gnfk13047r132892;34;2007;Chevrolet;Tahoe;LT;SUV;automatic;ca;114028;black;beige;apexcars net;15150;16800;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
3gnek123x7g107972;null;2007;Chevrolet;Avalanche;LS;Crew Cab;automatic;ca;151456;gray;—;melody toyota;11300;9000;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
km8jn12d47u473698;null;2007;Hyundai;Tucson;SE;SUV;null;ca;97641;blue;—;champion chrysler jeep dodge;5100;3800;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
3fahp07z07r258408;2;2007;Ford;Fusion;SE;Sedan;automatic;ca;151270;black;black;repo remarketing/patelco credit union;2700;1000;11:00:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1g8zv57717f130086;null;2007;Saturn;Aura;XR;Sedan;null;ca;184271;black;—;sampson wholesale dealership;1300;2200;12:00:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
3n1ab61e07l662205;34;2007;Nissan;Sentra;2.0 S;Sedan;automatic;ca;98167;black;gray;veros credit;4125;6300;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1n4al21e37n484234;26;2007;Nissan;Altima;2.5 S;Sedan;automatic;ca;116514;red;tan;nissan north america inc.;5250;5500;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
1n6ad09u77c407544;null;2007;Nissan;Frontier;SE;Crew Cab;automatic;ca;87181;red;gray;deer valley fleet & leasing;11400;11600;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
2hnyd186x6h542582;23;2006;Acura;MDX;Touring;SUV;automatic;ca;145706;black;black;first credit finance;7250;5600;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1n4al21e47n487174;21;2007;Nissan;Altima;2.5 S;Sedan;automatic;ca;153946;blue;black;car cash loans;4175;4000;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
jm1cr29l570143726;19;2007;mazda;mazda5;touring;null;automatic;ca;115872;silver;burgundy;a l financial corporation;3700;2800;12:30:00;Wed;Dec 31 2014;cheap;high_mileage;avarage
2c3la53g16h339021;2;2006;Chrysler;300;Touring;Sedan;automatic;ca;105117;blue;gray;public service credit union;6250;5700;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2c3ka63h96h353257;28;2006;Chrysler;300;C;Sedan;automatic;ca;109172;silver;gray;repo remarketing/schools first fcu;6875;6300;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1d7ha16286j196048;19;2006;Dodge;Ram Pickup 1500;SLT;Regular Cab;automatic;ca;104731;black;gray;mas financial services;7175;5700;12:05:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2b3ka43g36h217263;34;2006;Dodge;Charger;SE;Sedan;automatic;ca;146285;blue;gray;bmw of riverside;3800;5500;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
1d4hd48206f102623;19;2006;Dodge;Durango;SLT;SUV;automatic;ca;114339;silver;gray;enterprise car sales/orange;5375;3000;12:30:00;Wed;Dec 31 2014;cheap;high_mileage;avarage
1gccs136768183355;21;2006;Chevrolet;Colorado;LT;Crew Cab;automatic;ca;143682;red;gray;jpmorgan chase bank n.a.;6225;6600;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
2d4gz57266h382289;24;2006;Dodge;Magnum;RT;Wagon;automatic;ca;151788;gray;gray;tycon enterprises;4625;4300;12:30:00;Tue;Dec 30 2014;cheap;high_mileage;avarage
1ftrf12226nb39004;23;2006;Ford;F-150;XL;Regular Cab;manual;ca;96608;blue;gray;worthington ford;4725;4900;12:00:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
jtmzd33v466001243;26;2006;Toyota;RAV4;Base;SUV;automatic;ca;158500;black;brown;cabe toyota;6375;3600;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wdbuf56j16a777270;38;2006;Mercedes-Benz;E-Class;E350;Sedan;automatic;ca;108021;blue;tan;land rover san jose;7500;7300;12:30:00;Tue;Dec 23 2014;cheap;high_mileage;avarage
jn8az08w06w542275;23;2006;Nissan;Murano;SE;SUV;automatic;ca;103234;black;black;tdaf remarketing;5500;7100;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
jn8az08t56w421327;null;2006;Nissan;Murano;SL;SUV;automatic;ca;133084;silver;—;skyhigh remarketing inc;5975;5900;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
jthbh96s965027092;29;2006;Lexus;GS 300;Base;Sedan;automatic;ca;81312;black;beige;bmw of murrieta;12400;13800;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
wvwak73c36p144235;25;2006;Volkswagen;Passat;2.0T;Sedan;automatic;ca;121842;gray;black;northwest import sales;3550;2800;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wvgzm77lx6d007829;3;2006;Volkswagen;Touareg;V8;SUV;automatic;ca;123139;silver;black;jpmorgan chase bank n.a.;5500;3000;13:00:00;Tue;Dec 23 2014;cheap;high_mileage;avarage
4t1bk36b76u155445;36;2006;Toyota;Avalon;Limited;Sedan;automatic;ca;52721;silver;gray;premium auto wholesale;9200;10400;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
4t1bk36b36u073275;19;2006;Toyota;Avalon;Limited;Sedan;null;ca;149417;gray;beige;exeter finance corp;6750;5100;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1zvbp8am4e5294742;5;2014;Ford;Mustang;V6;Coupe;automatic;ca;4760;red;black;jpmorgan chase bank n.a.;18100;18000;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
3fa6p0h77er271464;29;2014;Ford;Fusion;SE;Sedan;automatic;ca;20861;silver;black;midway hfc fleet/ars;15500;13500;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
1fmcu0g94eua23220;1;2014;Ford;Escape;SE;SUV;automatic;ca;18392;silver;gray;enterprise vehicle exchange / tra / rental / tulsa;18000;13700;12:00:00;Tue;Dec 23 2014;cheap;low_mileage;new
1zvbp8emxe5302482;1;2014;Ford;Mustang;V6;Convertible;automatic;ca;29428;black;black;enterprise vehicle exchange / tra / rental / tulsa;16550;12300;15:05:00;Wed;Dec 17 2014;cheap;low_mileage;new
1fadp3k2xel239712;48;2014;Ford;Focus;SE;Hatchback;automatic;ca;15277;white;black;ford motor credit company;12650;13300;13:00:00;Tue;Jan 07 2014;cheap;low_mileage;new
2g1165s30f9103921;19;2015;Chevrolet;Impala;LTZ;Sedan;automatic;ca;14538;silver;black;enterprise vehicle exchange / tra / rental / tulsa;24300;7200;09:30:00;Tue;Jul 07 2015;cheap;low_mileage;new
5uxfg2c53e0h11080;4;2014;BMW;X6;xDrive35i;SUV;automatic;ca;379;white;black;financial services remarketing (lease);54800;51700;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
3n1ce2cp8fl371361;2;2015;Nissan;Versa Note;1.6 SV;Hatchback;automatic;ca;5773;red;black;enterprise vehicle exchange / tra / rental / tulsa;12050;9000;12:00:00;Tue;Jan 13 2015;cheap;low_mileage;new
5xyktca60fg563086;5;2015;Kia;Sorento;LX;SUV;automatic;ca;16348;gray;gray;kia motors america  inc;20500;20500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1g1pe5sb4e7109323;37;2014;Chevrolet;Cruze;2LT;Sedan;automatic;ca;36771;silver;black;avis rac/san leandro;13000;13600;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
1n4al3ap4fn310470;1;2015;Nissan;Altima;2.5 S;Sedan;automatic;ca;12752;gray;black;enterprise vehicle exchange / tra / rental / tulsa;14600;9500;13:00:00;Tue;Dec 30 2014;cheap;low_mileage;new
5uxkr0c54e0k49204;5;2014;BMW;X5;xDrive35i;SUV;automatic;ca;4503;white;black;financial services remarketing (lease);57500;57250;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
